,title,company,contract_type,location,salary,remote_type,starting_date,required_experience,education,description,profil_experience,publication_date,url_direct_offer
27,Data Engineer Talend H/F,"{'name': 'Michael Page', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",permanent and full_time,France,0,,,,,"Un acteur majeur dans les sciences de la vie et vend un vaste catalogue de réactifs provenant de nombreux fournisseurs à des laboratoires universitaires, des grandes entreprises pharmaceutiques et des startups biotechnologiques. Son modèle économique est basé sur les données : Il agrège, qualifie, améliore, harmonise, concentre et présente les données de ses fournisseurs à ses clients. L'objectif est de faciliter l'expérience d'achat des clients, par le biais de catalogues personnalisés, de « p…",,2024-02-09,https://www.adzuna.fr/land/ad/4563521532?se=DqNcmeXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=A2B0848E2B6C00DF91C0328FE39E5F1CAEACADF1
28,Stage : Data Engineer F/H,"{'name': 'CGI France', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",permanent and full_time,"Paris, Ile-de-France",0,,,,,"Position Description: Vous rejoignez CGI, leader mondial du conseil et des services numériques à Paris et accompagnez nos clients. Rejoignez notre centre d'excellence en innovation à Paris et rendez unique l'expérience digitale de nos clients en travaillant sur des sujets tels que le marketing digital, User eXperience, CRM, RPA, data, développement web et mobile, API management ou encore cybersécurité ? Your future duties and responsibilities: Objectif du stage : Ce stage te permettra de partic…",,2024-02-09,https://www.adzuna.fr/land/ad/4563520605?se=DqNcmeXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=4235E068125C76D15166AF429989544E8A4235E4
29,Data Engineer confirmé - Banque - Lille,"{'name': 'Groupe SOPRA STERIA', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",permanent and full_time,"Villeneuve-d'Ascq, Lille",0,,,,,"Company Description Sopra Steria , acteur majeur de la Tech en Europe, reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative. …",,2024-02-10,https://www.adzuna.fr/land/ad/4564952194?se=DqNcmeXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=76744F04FDDDD92ECEC6ABD8E71DE9935885A738
30,Data Engineer Splunk F/H,"{'name': 'CGI France', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",permanent and full_time,"Montpellier, Hérault",0,,,,,"Position Description: Big Data, Data Science, Data analyse, Data architecture,  Ça n'a pas de secret pour vous ? Que vous commenciez votre carrière professionnelle ou que vous soyez spécialiste de l'une de ces disciplines, intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients. Rejoignez notre centre d'excellence en innovation à Montpellier et rendez unique l'expérience digitale de nos clients en travaillant sur des suj…",,2024-02-09,https://www.adzuna.fr/land/ad/4563521479?se=6lQUmuXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=6A4DC8C544F72B7538B84092FFA37D3F4F7AD5D6
31,Stage : Data Engineer F/H,"{'name': 'CGI France', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",permanent and full_time,"Strasbourg, Strasbourg-Ville",0,,,,,"Position Description: Big Data, Data Science, Data analyse, Data architecture,  Ça n'a pas de secret pour vous ? Que vous commenciez votre carrière professionnelle ou que vous soyez spécialiste de l'une de ces disciplines, intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients Si vous souhaitez intégrer nos équipes à Strasbourg et accompagner les plus grands acteurs de la région Alsace, cette annonce est susceptible de …",,2024-02-09,https://www.adzuna.fr/land/ad/4563520130?se=6lQUmuXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=D11A130C8DC17AACF9F8B6EF56DD3332E199346A
32,Data Engineer,"{'name': 'Visian', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Hauts-de-Seine, Ile-de-France",0,,,,,"Visian, cabinet de conseil IT recherche un.e DATA ENGINEER en réponse aux nombreux besoins de nos clients grand comptes. Rôles et responsabilités : Utilisation de Python sur de gros volumes de données. Conception, développement et déploiement des pipelines de données efficaces pour l’extraction, la transformation et le chargement (ETL) des données. Documentation des travaux menés. Collaborer avec les différentes équipes (techniques et supports). Compétences techniques requises : Excellent maîtr…",,2024-02-23,https://www.adzuna.fr/land/ad/4579115969?se=6lQUmuXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=7270C17A4F9A1DCC53111A128B2D03C565111D5A
33,Data Engineer,"{'name': 'Barrington James', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Paris, Ile-de-France",0,,,,,"Join a pioneering team at a cutting-edge physics-based drug discovery company, as a Data Engineer. In this role, you will be instrumental in developing and maintaining their data infrastructure, enabling the seamless flow of critical information for their innovative drug discovery initiatives. They are seeking a talented individual with a strong background in data engineering, a passion for leveraging physics-based methodologies, and a commitment to advancing breakthroughs in drug development. …",,2024-02-23,https://www.adzuna.fr/land/ad/4579115460?se=6lQUmuXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=2DE1AE22543FDB8F13703EF200A20AEA5F91FB41
34,Data Engineer,"{'name': 'Meritis', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Ile-de-France, France",0,,,,,"Descriptif de l’entreprise : ​ Meritis est un cabinet de conseil, pilotage et développement IT fondé en 2007 présent à Paris, Sophia-Antipolis, Aix-en-Provence, Montpellier, Toulouse, Nantes Et bientôt sur de nouveaux territoires  Notre mission ? Connecter les meilleurs talents aux entreprises pour leur donner un temps d’avance.​ Nous accompagnons nos clients dans l’intégralité de leurs besoins en transformation numérique à travers de nombreux domaines d’expertises : Software Engineering, Finan…",,2024-02-15,https://www.adzuna.fr/land/ad/4569617345?se=6lQUmuXS7hG9HiardZxwWA&utm_medium=api&utm_source=37fe08af&v=4A10ACA26BFD54FDE6A304B2CF86149F7C0B2015
35,Data Engineer,"{'name': 'Alptis Prévoyance et Santé', 'sector': 'legal-jobs', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Lyon, Rhône",0,,,,,"Rejoindre Alptis, c’est intégrer un groupe qui conjugue bienveillance et performance, où l'on joue collectif, dans lequel on peut grandir et vivre des projets enrichissants. L'aventure vous tente ? Vous êtes peut-être l'un de nos futurs Talents  Nous recrutons pour notre siège à Lyon un Data Engineer (H/F) en CDI au sein de la Direction Digitale et Transformation. Notre objectif : renforcer l'équipe DATA du groupe Alptis pour mener à bien l'ensemble des projets permettant à Alptis de devenir DA…",,2024-02-15,https://www.adzuna.fr/land/ad/4569616973?se=6IbKmuXS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=F43979544EAF91A45F1DCA7DE2835DF912EE325E
36,DATA Engineer,"{'name': 'Team-iT', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Marseille, Bouches-du-Rhône",0,,,,,"Mais qui sommes-nous ? Fondée en 2014, TEAM-IT est une ESN spécialisée dans les infrastructures et la production informatique, ainsi que dans l’organisation des SI tant sur les phases de projet que d’exploitation. Nous intervenons auprès de clients « grands comptes » et notre expertise s’articule autour des métiers de l’ingénierie des systèmes, des réseaux, de la cybersécurité, du DevOps, du cloud, de la gestion de projet/programme, de la gestion des process (forte expertise ITIL) et du deliver…",,2024-02-01,https://www.adzuna.fr/land/ad/4551892954?se=6IbKmuXS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=8F75F90F57FD1AC6FBE0BD299009722098FC67E7
37,Data Engineer,"{'name': 'PROXIAD', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Bordeaux, Gironde",0,,,,,"Au sein d’une équipe de data analyst et data engineer, vous aurez en charge la gestion de différents sujets autour de l’intégration et de la manipulation de données en masse. Vos missions seront les suivantes : Réaliser les opérations de collecte de données (crawl et scrap) Traiter les fichiers de données Actions de collecte : restructurer, normaliser et contrôler à partir des outils Excel/Access Identifier et extraire les données vers les bases de données du client Analyse des données rapproch…",,2024-02-01,https://www.adzuna.fr/land/ad/4551892001?se=6IbKmuXS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=9C63CF3167B9E09F82D2CA0B79156C50E96707A5
38,Data Engineer,"{'name': 'Equativ', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Paris, Ile-de-France",0,,,,," About the team At Equativ, we’re on a mission to develop advertising technologies that empower our customers to reach their digital business goals. This means that we rely on massively scalable, widely distributed, highly available, and efficient software systems; the platform deals with over 100 billions requests per day and above 40 Gbps of network traffic. Our innovation team based in Paris, Nantes, Limoges, Kraków and Berlin is composed of 90 straightforward and energetic engineers working…",,2024-02-02,https://www.adzuna.fr/land/ad/4553919472?se=6IbKmuXS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=F8397BCA2EC985F5E9AB1306660187D61CDDDC7E
39,Data Engineer,"{'name': 'ADVANCED SCHEMA', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,France,0,,,,,"ADVANCED SCHEMA est une société de services informatiques spécialisée dans la donnée. Depuis 20 ans, nous créons des plateformes data sur mesure pour nos clients, orientées usages et alliant qualité, performance, sécurité et gouvernance. ADVANCED SCHEMA a développé de nouvelles activités pour réaliser l'ambition du groupe : devenir une entreprise end-to-end, en proposant une offre à 360° à nos clients pour les accompagner à chaque étape de leurs projets. À ce jour, nous sommes près de 220 passi…",,2024-01-25,https://www.adzuna.fr/land/ad/4543673290?se=6IbKmuXS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=0AB6C4C579864C366AEA60EC74B6FACA34AE854F
40,Data Engineer,"{'name': 'Eurobios Mews Labs', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Cachan, L'Haÿ-les-Roses",0,,,,,"Mews Labs (anciennement Eurobios) est une filiale de Mews Partners spécialisée dans la résolution de problèmes complexes issus de l’industrie dans les domaines de l’optimisation, de la modélisation, de la simulation physique et de la science des données. Nous recrutons actuellement pour notre département Scientific Computing Branch , spécialisé dans le calcul scientifique , un.e Data Engineer maîtrisant l’administration de bases de données et le traitement des données associé dans le cadre de p…",,2024-02-17,https://www.adzuna.fr/land/ad/4572347713?se=SKaLm-XS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=9CAC1097273A2E6FF3BD92024473D1ED0FC4D48D
41,Data Engineer,"{'name': 'ALTEN', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Boulogne-Billancourt, Hauts-de-Seine",0,,,,,"Data Engineering role in highly demanding and high-stakes environment Implementation of leading edge technology into the Alten group corporate strategy implementation A unique opportunity: As a member of the Group Strategy team, the Data Engineer is the key enabler to Alten's strategy implementation Strong entrepreneurial spirit Diverse environments (technical platforms, geographies, sectors, offers,…) Pivotal role between Business Strategy definition and implementation Immediate impact: key us…",,2024-02-17,https://www.adzuna.fr/land/ad/4572343829?se=SKaLm-XS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=44DBDEFC09C6836B4D1D9A22B5FD8519AB21FA2C
42,Data Engineer,"{'name': 'Meritis', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",,"Paris, Ile-de-France",0,,,,,"Descriptif de l’entreprise : Meritis est un cabinet de conseil, pilotage et développement IT fondé en 2007 présent à Paris, Sophia-Antipolis, Aix-en-Provence, Montpellier, Toulouse, Nantes Et bientôt sur de nouveaux territoires  Notre mission ? Connecter les meilleurs talents aux entreprises pour leur donner un temps d’avance. Nous accompagnons nos clients dans l’intégralité de leurs besoins en transformation numérique à travers de nombreux domaines d’expertises : Software Engineering, Finance,…",,2024-02-23,https://www.adzuna.fr/land/ad/4579119211?se=SKaLm-XS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=5A2947258647DECF3615EEE4FA3AD628A65E50A9
43,Data Engineer en Alternance (H/F),"{'name': 'OpenClassrooms', 'sector': 'other-general-jobs', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",contract and full_time,"Paris, Ile-de-France",0,,,,,"Apprenez un métier d’avenir en alternance avec OpenClassrooms. OpenClassrooms recherche un Data Engineer en Alternance (H/F) en contrat d’apprentissage pour un de nos partenaires dans le secteur de l'événementiel, pour préparer une de ses formations diplômantes reconnues par l’État. Attention : cette offre ne s’adresse qu’aux candidats à l’alternance qui effectuent leur formation avec OpenClassrooms ou souhaitent s’inscrire chez OpenClassrooms pour leur alternance. Seules les candidatures répon…",,2024-02-20,https://www.adzuna.fr/land/ad/4575693561?se=SKaLm-XS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=051D339E4B965151C9383DFA13B7285006DD4620
44,Data Engineer - Services Financiers - Ile de France,"{'name': 'Groupe SOPRA STERIA', 'sector': 'unknown', 'employees': None, 'creation_year': None, 'turnover': None, 'mean_age': None}",permanent and full_time,"Paris, Ile-de-France",0,,,,,"Company Description Sopra Steria , acteur majeur de la Tech en Europe, reconnu pour ses activités de conseil, de services numériques et d'édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative. …",,2024-02-22,https://www.adzuna.fr/land/ad/4578817919?se=SKaLm-XS7hGmpTgGTqQgFg&utm_medium=api&utm_source=37fe08af&v=AEAEFEA9146CA0CB2016AAE9ADFFD39ADD457278
